Positive-Positive news,4
Positive-Positive community-Twitter,11
Positive-Positive community-Dcinside,1
Positive-Positive community-Instiz,1
Negative-Negative news,50
Negative-Negative community-Twitter,36
Negative-Negative community-Dcinside,9
Negative-Negative community-Instiz,2
Negative-Negative community-Others,1
