positive-pos_news,98
positive-pos_comm-twitter,66
positive-pos_comm-dcinside,6
positive-pos_comm-instiz,2
positive-pos_comm-etc,4
negative-neg_news,47
negative-neg_comm-twitter,32
negative-neg_comm-dcinside,4
positive-pos_comm-instiz,2
negative-neg_comm-etc,35
