Positive-Positive news,132
Positive-Positive community-Twitter,18
Positive-Positive community-Dcinside,50
Positive-Positive community-Todayhumor,1
Negative-Negative news,84
Negative-Negative community-Twitter,20
Negative-Negative community-Dcinside,97
Negative-Negative community-Instiz,2
Negative-Negative community-Others,1
