Positive-Positive news,13
Positive-Positive community-Twitter,96
Positive-Positive community-Dcinside,1
Positive-Positive community-Todayhumor,2
Negative-Negative news,119
Negative-Negative community-Twitter,329
Negative-Negative community-Dcinside,5
Negative-Negative community-Todayhumor,2
Negative-Negative community-Others,0
