Positive-Positive news,136
Positive-Positive community-Twitter,33
Positive-Positive community-Dcinside,1
Positive-Positive community-Todayhumor,1
Negative-Negative news,284
Negative-Negative community-Twitter,89
Negative-Negative community-Dcinside,6
Negative-Negative community-Todayhumor,5
Negative-Negative community-Others,3
