positive-pos_news,3
positive-pos_comm-twitter,15
positive-pos_comm-dcinside,22
positive-pos_comm-todayhumor,1
negative-neg_news,44
negative-neg_comm-twitter,29
negative-neg_comm-dcinside,51
positive-pos_comm-instiz,7
negative-neg_comm-etc,3
