positive-pos_news,4
positive-pos_comm-twitter,11
positive-pos_comm-dcinside,1
positive-pos_comm-instiz,1
negative-neg_news,50
negative-neg_comm-twitter,36
negative-neg_comm-dcinside,9
positive-pos_comm-instiz,2
negative-neg_comm-etc,1
