positive-pos_news,16
positive-pos_comm-twitter,58
positive-pos_comm-dcinside,5
positive-pos_comm-todayhumor,6
negative-neg_news,123
negative-neg_comm-twitter,118
negative-neg_comm-dcinside,13
positive-pos_comm-todayhumor,22
negative-neg_comm-etc,11
