positive-pos_news,136
positive-pos_comm-twitter,33
positive-pos_comm-dcinside,1
positive-pos_comm-todayhumor,1
negative-neg_news,284
negative-neg_comm-twitter,89
negative-neg_comm-dcinside,6
positive-pos_comm-todayhumor,5
negative-neg_comm-etc,3
