positive-pos_news,13
positive-pos_comm-twitter,96
positive-pos_comm-dcinside,1
positive-pos_comm-todayhumor,2
negative-neg_news,119
negative-neg_comm-twitter,329
negative-neg_comm-dcinside,5
positive-pos_comm-todayhumor,2
negative-neg_comm-etc,0
