positive-pos_news,7
negative-pos_comm-dcinside,21
positive-pos_comm-twitter,43
positive-pos_comm-todayhumor,2
negative-neg_news,2
negative-neg_comm-twitter,21
negative-neg_comm-dcinside,17
positive-pos_comm-todayhumor,1
